NL,OCL,src
" loan is the object loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute LoanID of the object loa is equal to loanid
  r is the object lr in the instance set of class LoanRequest. lr represents an object of class LoanRequest, and lr meets:
      The attribute RequestID of the object lr is equal to requestid
  la is the object lacc in the instance set of class LoanAccount. lacc represents an object of class LoanAccount, and lacc meets:
      The attribute LoanAccountID of the object lacc is equal to accountid","   loan:Loan = Loan.allInstance()->any(loa:Loan | loa.LoanID = loanid),
   r:LoanRequest = LoanRequest.allInstance()->any(lr:LoanRequest | lr.RequestID = requestid),
   la:LoanAccount = LoanAccount.allInstance()->any(lacc:LoanAccount | lacc.LoanAccountID = accountid)
",3
" loan doesn't exist
  r exists","   loan.oclIsUndefined() = true and
   r.oclIsUndefined() = false
",3
" loa represented the object of class Loan
  lacc represented the object of class LoanAccount
  The object loa was created
  The attribute LoanID of the object loa became loanid
  The attribute StartDate of the object loa became startdate
  The attribute EndDate of the object loa became enddate
  The attribute RePaymentDays of the object loa became repaymentdays
  The attribute Status of the object loa became LSOPEN
  The attribute RepaymentAmount of the object loa became the attribute LoanAmount of the object r
  The attribute CurrentOverDueDate of the object loa became the day repaymentdays after startdate
  If la didn't exist, take the following as postcondition(s):
      lacc became the return value of system operation createLoanAccount
      The object lacc was put into the instance set of class LoanAccount
      The attribute Balance of the object lacc became the attribute LoanAmount of the object r
      The object loa was linked to the object lacc by BelongedLoanAccount
  Otherwise, take the following as postcondition(s):
      The attribute Balance of the object la became the previous value of the attribute Balance of the object la plus the attribute LoanAmount of the object r
  The system operation transferFunds was executed
  The attribute RemainAmountToPay of the object loa became the attribute LoanAmount of the object r
  The object loa was put into the instance set of class Loan
  The object r was linked to the object loa by ApprovalLoan
  The object loa was linked to the object r by ReferedLoanRequest
  The return value was true","   let loa:Loan, lacc:LoanAccount in
   loa.oclIsNew() and
   loa.LoanID = loanid and
   loa.StartDate = startdate and
   loa.EndDate = enddate and
   loa.RePaymentDays = repaymentdays and
   loa.Status = LoanStatus::LSOPEN and
   loa.RepaymentAmount = r.LoanAmount and
   loa.CurrentOverDueDate = startdate.After(repaymentdays) and
   if
    la.oclIsUndefined() = true
   then
    lacc = createLoanAccount(accountid) and
    LoanAccount.allInstance()->includes(lacc) and
    lacc.Balance = r.LoanAmount and
    loa.BelongedLoanAccount = lacc
   else
    la.Balance = la.Balance@pre + r.LoanAmount
   endif and
   transferFunds(accountid, r.LoanAmount) and
   loa.RemainAmountToPay = r.LoanAmount and
   Loan.allInstance()->includes(loa) and
   r.ApprovalLoan = loa and
   loa.ReferedLoanRequest = r and
   result = true
",3
" loans is the set of class Loan, including all loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute Status of the object loa is equal to LSOPEN
      The day 3 days after Today is after the attribute CurrentOverDueDate of the object loa","   loans:Set(Loan) = Loan.allInstance()->select(loa:Loan | loa.Status = LoanStatus::LSOPEN and Today.After(3).isAfter(loa.CurrentOverDueDate))
",3
 loans exists,"   loans.oclIsUndefined() = false
",3
" For each object of class Loan in the set loans, l represented it(the object) and the following operations were performed:
      The system operation sendEmail was executed
  The return value was true","   loans->forAll(l:Loan |
    sendEmail(l.ReferedLoanRequest.Email, ""OverDueSoon"", ""You account is OverDueSoon""))
   and
   result = true
",3
" loans is the set of class Loan, including all loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute Status of the object loa is equal to LSOPEN
      Today is after the attribute CurrentOverDueDate of the object loa","   loans:Set(Loan) = Loan.allInstance()->select(loa:Loan | loa.Status = LoanStatus::LSOPEN and Today.isAfter(loa.CurrentOverDueDate))
",3
 loans exists,"   loans.oclIsUndefined() = false
",3
" For each object of class Loan in the set loans, l represented it(the object) and the following operations were performed:
      The system operation sendEmail was executed
  The return value was true","   loans->forAll(l:Loan |
    sendEmail(l.ReferedLoanRequest.Email, ""OverDued"", ""You are overdued, please repayment ASAP""))
   and
   result = true
",3
" loan is the object loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute LoanID of the object loa is equal to loanid","   loan:Loan = Loan.allInstance()->any(loa:Loan | loa.LoanID = loanid)
",3
" loan exists
  The attribute Status of the object loan is equal to LSOPEN","   loan.oclIsUndefined() = false and
   loan.Status = LoanStatus::LSOPEN
",3
" The attribute RemainAmountToPay of the object loan became the previous value of the attribute RemainAmountToPay of the object loan minus the attribute RepaymentAmount of the object loan
  The return value was true","   loan.RemainAmountToPay = loan.RemainAmountToPay@pre - loan.RepaymentAmount and
   result = true
",3
" loan is the object loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute LoanID of the object loa is equal to loanid","   loan:Loan = Loan.allInstance()->any(loa:Loan | loa.LoanID = loanid)
",3
" loan exists
  The attribute Status of the object loan is equal to LSOPEN","   loan.oclIsUndefined() = false and
   loan.Status = LoanStatus::LSOPEN
",3
" The attribute Status of the object loan became CLOSED
  The return value was true","   loan.Status = LoanStatus::CLOSED and
   result = true
",3
" loanterm is the object loa in the instance set of class LoanTerm. loa represents an object of class LoanTerm, and loa meets:
      The attribute ItemID of the object loa is equal to itemid","   loanterm:LoanTerm = LoanTerm.allInstance()->any(loa:LoanTerm | loa.ItemID = itemid)
",3
 loanterm doesn't exist,"   loanterm.oclIsUndefined() = true
",3
" loa represented the object of class LoanTerm
  The object loa was created
  The attribute ItemID of the object loa became itemid
  The attribute Content of the object loa became content
  The object loa was put into the instance set of class LoanTerm
  The return value was true","   let loa:LoanTerm in
   loa.oclIsNew() and
   loa.ItemID = itemid and
   loa.Content = content and
   LoanTerm.allInstance()->includes(loa) and
   result = true
",3
" loanterm is the object loa in the instance set of class LoanTerm. loa represents an object of class LoanTerm, and loa meets:
      The attribute ItemID of the object loa is equal to itemid","   loanterm:LoanTerm = LoanTerm.allInstance()->any(loa:LoanTerm | loa.ItemID = itemid)
",3
 loanterm exists,"   loanterm.oclIsUndefined() = false
",3
 The return value was loanterm,"   result = loanterm
",3
" loanterm is the object loa in the instance set of class LoanTerm. loa represents an object of class LoanTerm, and loa meets:
      The attribute ItemID of the object loa is equal to itemid","   loanterm:LoanTerm = LoanTerm.allInstance()->any(loa:LoanTerm | loa.ItemID = itemid)
",3
 loanterm exists,"   loanterm.oclIsUndefined() = false
",3
" The attribute ItemID of the object loanterm became itemid
  The attribute Content of the object loanterm became content
  The return value was true","   loanterm.ItemID = itemid and
   loanterm.Content = content and
   result = true
",3
" loanterm is the object loa in the instance set of class LoanTerm. loa represents an object of class LoanTerm, and loa meets:
      The attribute ItemID of the object loa is equal to itemid","   loanterm:LoanTerm = LoanTerm.allInstance()->any(loa:LoanTerm | loa.ItemID = itemid)
",3
" loanterm exists
  The object loanterm is in the instance set of class LoanTerm","   loanterm.oclIsUndefined() = false and
   LoanTerm.allInstance()->includes(loanterm)
",3
